county_name,candidate_name,election_day,absentee_mail,early_in_person,provisional,total,date,year,county_total,party_perc
Bleckley County,Kamala D. Harris (Dem),797,425,117,0,1339,"November 5, 2024",2024,6044,22.1542025148908
Bleckley County,Chase Oliver (Lib),8,5,0,0,13,"November 5, 2024",2024,6044,0.21508934480476508
Bleckley County,Jill Stein (Grn),5,1,1,0,7,"November 5, 2024",2024,6044,0.1158173395102581
Brantley County,Donald J. Trump (Rep),5299,2276,166,3,7744,"November 5, 2024",2024,8500,91.10588235294118
Brantley County,Kamala D. Harris (Dem),447,221,68,0,736,"November 5, 2024",2024,8500,8.658823529411764
Brantley County,Chase Oliver (Lib),6,10,0,0,16,"November 5, 2024",2024,8500,0.18823529411764706
Brantley County,Jill Stein (Grn),2,2,0,0,4,"November 5, 2024",2024,8500,0.047058823529411764
Brooks County,Donald J. Trump (Rep),2922,1509,126,3,4560,"November 5, 2024",2024,7210,63.24549237170597
Brooks County,Kamala D. Harris (Dem),1559,803,267,0,2629,"November 5, 2024",2024,7210,36.463245492371705
Brooks County,Chase Oliver (Lib),3,5,0,0,8,"November 5, 2024",2024,7210,0.11095700416088765
Brooks County,Jill Stein (Grn),6,7,0,0,13,"November 5, 2024",2024,7210,0.18030513176144242
Bryan County,Donald J. Trump (Rep),13053,3204,471,10,16738,"November 5, 2024",2024,24651,67.89988235771368
Bryan County,Kamala D. Harris (Dem),5634,1516,622,7,7779,"November 5, 2024",2024,24651,31.556529146890593
Bryan County,Chase Oliver (Lib),45,33,1,0,79,"November 5, 2024",2024,24651,0.32047381444971806
Bryan County,Jill Stein (Grn),34,20,1,0,55,"November 5, 2024",2024,24651,0.22311468094600626
Bulloch County,Donald J. Trump (Rep),12967,7323,674,21,20985,"November 5, 2024",2024,32657,64.25881128088923
Bulloch County,Kamala D. Harris (Dem),7076,3526,896,16,11514,"November 5, 2024",2024,32657,35.25737207949291
Bulloch County,Chase Oliver (Lib),52,55,2,1,110,"November 5, 2024",2024,32657,0.3368343693541967
Bulloch County,Jill Stein (Grn),20,26,2,0,48,"November 5, 2024",2024,32657,0.14698227026364946
Burke County,Donald J. Trump (Rep),3596,2268,158,5,6027,"November 5, 2024",2024,11070,54.44444444444444
Burke County,Kamala D. Harris (Dem),2597,1980,412,5,4994,"November 5, 2024",2024,11070,45.11291779584462
Burke County,Chase Oliver (Lib),8,23,2,0,33,"November 5, 2024",2024,11070,0.2981029810298103
Burke County,Jill Stein (Grn),6,10,0,0,16,"November 5, 2024",2024,11070,0.14453477868112016
Butts County,Donald J. Trump (Rep),8048,1156,220,0,9424,"November 5, 2024",2024,13019,72.38651202089255
Butts County,Kamala D. Harris (Dem),2715,625,204,0,3544,"November 5, 2024",2024,13019,27.221752822797452
Butts County,Chase Oliver (Lib),26,11,2,0,39,"November 5, 2024",2024,13019,0.2995621783547123
Butts County,Jill Stein (Grn),5,6,1,0,12,"November 5, 2024",2024,13019,0.09217297795529611
Calhoun County,Donald J. Trump (Rep),611,254,31,4,900,"November 5, 2024",2024,2056,43.77431906614786
Calhoun County,Kamala D. Harris (Dem),540,496,116,1,1153,"November 5, 2024",2024,2056,56.07976653696498
Calhoun County,Chase Oliver (Lib),2,1,0,0,3,"November 5, 2024",2024,2056,0.14591439688715954
Calhoun County,Jill Stein (Grn),0,0,0,0,0,"November 5, 2024",2024,2056,0.0
Camden County,Donald J. Trump (Rep),13007,4172,633,7,17819,"November 5, 2024",2024,26393,67.5141135907248
Camden County,Kamala D. Harris (Dem),5627,1921,856,1,8405,"November 5, 2024",2024,26393,31.845565111961506
Camden County,Chase Oliver (Lib),64,42,9,0,115,"November 5, 2024",2024,26393,0.43572159284658807
Camden County,Jill Stein (Grn),24,28,2,0,54,"November 5, 2024",2024,26393,0.20459970446709352
Candler County,Donald J. Trump (Rep),2687,613,66,0,3366,"November 5, 2024",2024,4568,73.68651488616462
Candler County,Kamala D. Harris (Dem),802,325,69,0,1196,"November 5, 2024",2024,4568,26.182136602451838
Candler County,Chase Oliver (Lib),2,1,0,0,3,"November 5, 2024",2024,4568,0.06567425569176882
Candler County,Jill Stein (Grn),1,2,0,0,3,"November 5, 2024",2024,4568,0.06567425569176882
Carroll County,Donald J. Trump (Rep),27387,14155,981,13,42536,"November 5, 2024",2024,60494,70.31441134657983
Carroll County,Kamala D. Harris (Dem),11309,5244,1068,13,17634,"November 5, 2024",2024,60494,29.1499983469435
Carroll County,Chase Oliver (Lib),88,124,4,0,216,"November 5, 2024",2024,60494,0.35706020431778357
Carroll County,Jill Stein (Grn),46,60,2,0,108,"November 5, 2024",2024,60494,0.17853010215889178
Catoosa County,Donald J. Trump (Rep),20723,5707,712,8,27150,"November 5, 2024",2024,35038,77.48729950339632
Catoosa County,Kamala D. Harris (Dem),5528,1561,614,1,7704,"November 5, 2024",2024,35038,21.98755636737257
Catoosa County,Chase Oliver (Lib),87,47,3,0,137,"November 5, 2024",2024,35038,0.3910040527427365
Catoosa County,Jill Stein (Grn),19,25,3,0,47,"November 5, 2024",2024,35038,0.13414007648838405
Charlton County,Donald J. Trump (Rep),2353,1153,99,2,3607,"November 5, 2024",2024,4628,77.93863439930855
Charlton County,Kamala D. Harris (Dem),650,293,63,1,1007,"November 5, 2024",2024,4628,21.758859118409678
Charlton County,Chase Oliver (Lib),6,2,1,0,9,"November 5, 2024",2024,4628,0.19446845289541917
Charlton County,Jill Stein (Grn),3,1,1,0,5,"November 5, 2024",2024,4628,0.108038029386344
Chatham County,Donald J. Trump (Rep),38752,15885,2673,26,57336,"November 5, 2024",2024,141109,40.63241891020417
Chatham County,Kamala D. Harris (Dem),51966,23346,7377,69,82758,"November 5, 2024",2024,141109,58.648278990000634
Chatham County,Chase Oliver (Lib),264,265,41,1,571,"November 5, 2024",2024,141109,0.40465172313601544
Chatham County,Jill Stein (Grn),217,205,21,1,444,"November 5, 2024",2024,141109,0.3146503766591784
Chattahoochee County,Donald J. Trump (Rep),562,356,63,1,982,"November 5, 2024",2024,1694,57.969303423848885
Chattahoochee County,Kamala D. Harris (Dem),411,240,50,2,703,"November 5, 2024",2024,1694,41.49940968122786
Chattahoochee County,Chase Oliver (Lib),4,2,0,0,6,"November 5, 2024",2024,1694,0.3541912632821724
Chattahoochee County,Jill Stein (Grn),1,2,0,0,3,"November 5, 2024",2024,1694,0.1770956316410862
Chattooga County,Donald J. Trump (Rep),5810,2731,227,1,8769,"November 5, 2024",2024,10706,81.90734167756398
Chattooga County,Kamala D. Harris (Dem),1229,529,138,0,1896,"November 5, 2024",2024,10706,17.709695497851673
Chattooga County,Chase Oliver (Lib),11,15,2,0,28,"November 5, 2024",2024,10706,0.26153558752101624
Chattooga County,Jill Stein (Grn),2,10,1,0,13,"November 5, 2024",2024,10706,0.12142723706332896
Cherokee County,Donald J. Trump (Rep),82749,24419,4936,38,112142,"November 5, 2024",2024,162281,69.10359191772297
Cherokee County,Kamala D. Harris (Dem),33082,10819,4912,25,48838,"November 5, 2024",2024,162281,30.094712258366663
Cherokee County,Chase Oliver (Lib),478,348,43,0,869,"November 5, 2024",2024,162281,0.5354909077464398
Cherokee County,Jill Stein (Grn),212,182,38,0,432,"November 5, 2024",2024,162281,0.2662049161639379
Clarke County,Donald J. Trump (Rep),10897,4302,846,4,16049,"November 5, 2024",2024,52887,30.345831678862478
Clarke County,Kamala D. Harris (Dem),25271,8174,2839,13,36297,"November 5, 2024",2024,52887,68.63123262805605
Clarke County,Chase Oliver (Lib),176,112,9,0,297,"November 5, 2024",2024,52887,0.5615746780872426
Clarke County,Jill Stein (Grn),129,94,21,0,244,"November 5, 2024",2024,52887,0.461361014994233
Clay County,Donald J. Trump (Rep),477,155,31,0,663,"November 5, 2024",2024,1442,45.97780859916782
Clay County,Kamala D. Harris (Dem),393,264,114,0,771,"November 5, 2024",2024,1442,53.46740638002774
Clay County,Chase Oliver (Lib),1,5,0,0,6,"November 5, 2024",2024,1442,0.4160887656033287
Clay County,Jill Stein (Grn),2,0,0,0,2,"November 5, 2024",2024,1442,0.13869625520110956
Clayton County,Donald J. Trump (Rep),11419,4710,733,15,16877,"November 5, 2024",2024,111729,15.105299429870488
Clayton County,Kamala D. Harris (Dem),68728,21208,4203,64,94203,"November 5, 2024",2024,111729,84.31383078699352
Clayton County,Chase Oliver (Lib),157,126,15,0,298,"November 5, 2024",2024,111729,0.2667167879422531
Clayton County,Jill Stein (Grn),207,119,25,0,351,"November 5, 2024",2024,111729,0.3141529951937277
Clinch County,Donald J. Trump (Rep),1505,649,47,0,2201,"November 5, 2024",2024,2908,75.68775790921596
Clinch County,Kamala D. Harris (Dem),421,248,33,0,702,"November 5, 2024",2024,2908,24.140302613480056
Clinch County,Chase Oliver (Lib),0,3,0,0,3,"November 5, 2024",2024,2908,0.10316368638239339
Clinch County,Jill Stein (Grn),1,1,0,0,2,"November 5, 2024",2024,2908,0.0687757909215956
Cobb County,Donald J. Trump (Rep),122427,37996,8030,226,168679,"November 5, 2024",2024,401369,42.02591630145826
Cobb County,Kamala D. Harris (Dem),166260,44783,17004,357,228404,"November 5, 2024",2024,401369,56.90623839907916
Cobb County,Chase Oliver (Lib),1256,943,133,3,2335,"November 5, 2024",2024,401369,0.5817589300618633
Cobb County,Jill Stein (Grn),1061,792,95,3,1951,"November 5, 2024",2024,401369,0.486086369400726
Coffee County,Donald J. Trump (Rep),8112,3038,220,18,11388,"November 5, 2024",2024,15715,72.46579700922685
Coffee County,Kamala D. Harris (Dem),2664,1415,208,8,4295,"November 5, 2024",2024,15715,27.330575882914417
Coffee County,Chase Oliver (Lib),10,11,1,0,22,"November 5, 2024",2024,15715,0.13999363665287942
Coffee County,Jill Stein (Grn),2,6,2,0,10,"November 5, 2024",2024,15715,0.06363347120585428
Colquitt County,Donald J. Trump (Rep),7713,4390,342,6,12451,"November 5, 2024",2024,16611,74.95635422310517
Colquitt County,Kamala D. Harris (Dem),2426,1395,289,4,4114,"November 5, 2024",2024,16611,24.76672084763109
Colquitt County,Chase Oliver (Lib),14,17,0,0,31,"November 5, 2024",2024,16611,0.18662332189512973
Colquitt County,Jill Stein (Grn),12,3,0,0,15,"November 5, 2024",2024,16611,0.09030160736861116
Columbia County,Donald J. Trump (Rep),38439,13211,1969,38,53657,"November 5, 2024",2024,85920,62.44995344506518
Columbia County,Kamala D. Harris (Dem),21165,7563,2869,27,31624,"November 5, 2024",2024,85920,36.80633147113594
Columbia County,Chase Oliver (Lib),174,140,24,0,338,"November 5, 2024",2024,85920,0.39338919925512106
Columbia County,Jill Stein (Grn),160,119,21,1,301,"November 5, 2024",2024,85920,0.3503258845437617
Cook County,Donald J. Trump (Rep),3948,1272,154,0,5374,"November 5, 2024",2024,7357,73.04607856463232
Cook County,Kamala D. Harris (Dem),1143,692,121,0,1956,"November 5, 2024",2024,7357,26.5869240179421
Cook County,Chase Oliver (Lib),11,6,1,0,18,"November 5, 2024",2024,7357,0.24466494495038738
Cook County,Jill Stein (Grn),4,3,2,0,9,"November 5, 2024",2024,7357,0.12233247247519369
Coweta County,Donald J. Trump (Rep),41794,13016,2380,14,57204,"November 5, 2024",2024,85916,66.58131197914243
Coweta County,Kamala D. Harris (Dem),19256,6309,2540,6,28111,"November 5, 2024",2024,85916,32.719167559011126
Coweta County,Chase Oliver (Lib),218,176,21,0,415,"November 5, 2024",2024,85916,0.4830299362167698
Coweta County,Jill Stein (Grn),113,53,20,0,186,"November 5, 2024",2024,85916,0.21649052562968482
Crawford County,Donald J. Trump (Rep),3232,1375,131,4,4742,"November 5, 2024",2024,6340,74.79495268138801
Crawford County,Kamala D. Harris (Dem),1109,352,117,4,1582,"November 5, 2024",2024,6340,24.952681388012618
Crawford County,Chase Oliver (Lib),4,7,0,0,11,"November 5, 2024",2024,6340,0.17350157728706625
Crawford County,Jill Stein (Grn),0,5,0,0,5,"November 5, 2024",2024,6340,0.07886435331230283
Crisp County,Donald J. Trump (Rep),3770,1112,216,1,5099,"November 5, 2024",2024,8116,62.8265155248891
Crisp County,Kamala D. Harris (Dem),1964,827,202,0,2993,"November 5, 2024",2024,8116,36.877772301626415
Crisp County,Chase Oliver (Lib),10,7,0,0,17,"November 5, 2024",2024,8116,0.2094627895515032
Crisp County,Jill Stein (Grn),2,3,2,0,7,"November 5, 2024",2024,8116,0.08624938393297191
Dade County,Donald J. Trump (Rep),4439,2214,141,10,6804,"November 5, 2024",2024,8200,82.97560975609755
Dade County,Kamala D. Harris (Dem),869,371,102,1,1343,"November 5, 2024",2024,8200,16.378048780487806
Dade County,Chase Oliver (Lib),18,16,1,0,35,"November 5, 2024",2024,8200,0.426829268292683
Dade County,Jill Stein (Grn),6,11,1,0,18,"November 5, 2024",2024,8200,0.21951219512195125
Dawson County,Donald J. Trump (Rep),13218,2345,550,2,16115,"November 5, 2024",2024,19561,82.38331373651654
Dawson County,Kamala D. Harris (Dem),2521,476,352,1,3350,"November 5, 2024",2024,19561,17.12591380808752
Dawson County,Chase Oliver (Lib),48,15,3,0,66,"November 5, 2024",2024,19561,0.3374060630847094
Dawson County,Jill Stein (Grn),20,10,0,0,30,"November 5, 2024",2024,19561,0.15336639231123153
Decatur County,Donald J. Trump (Rep),4975,1888,273,4,7140,"November 5, 2024",2024,11549,61.823534505151954
Decatur County,Kamala D. Harris (Dem),2731,1251,386,4,4372,"November 5, 2024",2024,11549,37.85609143648801
Decatur County,Chase Oliver (Lib),5,14,3,0,22,"November 5, 2024",2024,11549,0.19049268334920771
Decatur County,Jill Stein (Grn),9,6,0,0,15,"November 5, 2024",2024,11549,0.12988137501082345
DeKalb County,Donald J. Trump (Rep),42220,17292,3070,40,62622,"November 5, 2024",2024,366008,17.109462088260365
DeKalb County,Kamala D. Harris (Dem),225667,54411,19346,206,299630,"November 5, 2024",2024,366008,81.8643308342987
DeKalb County,Chase Oliver (Lib),841,628,87,1,1557,"November 5, 2024",2024,366008,0.42540053769316516
DeKalb County,Jill Stein (Grn),1197,872,126,4,2199,"November 5, 2024",2024,366008,0.6008065397477651
Dodge County,Donald J. Trump (Rep),3751,2254,241,3,6249,"November 5, 2024",2024,8350,74.83832335329342
Dodge County,Kamala D. Harris (Dem),1209,710,162,0,2081,"November 5, 2024",2024,8350,24.922155688622755
Dodge County,Chase Oliver (Lib),5,8,0,0,13,"November 5, 2024",2024,8350,0.15568862275449102
Dodge County,Jill Stein (Grn),3,4,0,0,7,"November 5, 2024",2024,8350,0.08383233532934131
Dooly County,Donald J. Trump (Rep),1514,669,60,0,2243,"November 5, 2024",2024,4177,53.698826909265016
Dooly County,Kamala D. Harris (Dem),1049,708,162,2,1921,"November 5, 2024",2024,4177,45.989944936557336
Dooly County,Chase Oliver (Lib),4,1,2,0,7,"November 5, 2024",2024,4177,0.16758439071103662
Dooly County,Jill Stein (Grn),4,2,0,0,6,"November 5, 2024",2024,4177,0.14364376346660282
Dougherty County,Donald J. Trump (Rep),5560,3857,483,4,9904,"November 5, 2024",2024,33850,29.258493353028065
Dougherty County,Kamala D. Harris (Dem),13639,8576,1598,18,23831,"November 5, 2024",2024,33850,70.40177252584934
Dougherty County,Chase Oliver (Lib),30,29,4,0,63,"November 5, 2024",2024,33850,0.1861152141802068
Dougherty County,Jill Stein (Grn),15,29,8,0,52,"November 5, 2024",2024,33850,0.1536189069423929
Douglas County,Donald J. Trump (Rep),17796,5350,836,14,23996,"November 5, 2024",2024,70721,33.930515688409386
Douglas County,Kamala D. Harris (Dem),34018,9677,2520,25,46240,"November 5, 2024",2024,70721,65.38369084147566
Douglas County,Chase Oliver (Lib),127,94,12,0,233,"November 5, 2024",2024,70721,0.3294636670861555
Douglas County,Jill Stein (Grn),147,89,16,0,252,"November 5, 2024",2024,70721,0.35632980302880335
Early County,Donald J. Trump (Rep),1809,798,111,0,2718,"November 5, 2024",2024,4879,55.70813691330191
Early County,Kamala D. Harris (Dem),1185,811,161,1,2158,"November 5, 2024",2024,4879,44.230375076860014
Early County,Chase Oliver (Lib),0,1,0,0,1,"November 5, 2024",2024,4879,0.020496003279360527
Early County,Jill Stein (Grn),1,1,0,0,2,"November 5, 2024",2024,4879,0.04099200655872105
Echols County,Donald J. Trump (Rep),1014,261,31,1,1307,"November 5, 2024",2024,1438,90.89012517385258
Echols County,Kamala D. Harris (Dem),98,27,2,0,127,"November 5, 2024",2024,1438,8.831710709318498
Echols County,Chase Oliver (Lib),1,0,0,0,1,"November 5, 2024",2024,1438,0.06954102920723226
Echols County,Jill Stein (Grn),2,0,1,0,3,"November 5, 2024",2024,1438,0.2086230876216968
Effingham County,Donald J. Trump (Rep),17453,8886,589,15,26943,"November 5, 2024",2024,36244,74.33782143251297
Effingham County,Kamala D. Harris (Dem),5384,3015,744,1,9144,"November 5, 2024",2024,36244,25.22900342125593
Effingham County,Chase Oliver (Lib),48,58,5,0,111,"November 5, 2024",2024,36244,0.30625758746275245
Effingham County,Jill Stein (Grn),18,25,2,1,46,"November 5, 2024",2024,36244,0.12691755876834787
Elbert County,Donald J. Trump (Rep),4474,2188,192,6,6860,"November 5, 2024",2024,9589,71.540306601314
Elbert County,Kamala D. Harris (Dem),1675,753,267,5,2700,"November 5, 2024",2024,9589,28.157263531129416
Elbert County,Chase Oliver (Lib),6,11,2,0,19,"November 5, 2024",2024,9589,0.19814370633016998
Elbert County,Jill Stein (Grn),3,7,0,0,10,"November 5, 2024",2024,9589,0.10428616122640526
Emanuel County,Donald J. Trump (Rep),3848,2899,163,9,6919,"November 5, 2024",2024,9619,71.93055411165402
Emanuel County,Kamala D. Harris (Dem),1403,1073,193,4,2673,"November 5, 2024",2024,9619,27.788751429462522
Emanuel County,Chase Oliver (Lib),11,10,1,0,22,"November 5, 2024",2024,9619,0.22871400353467095
Emanuel County,Jill Stein (Grn),2,3,0,0,5,"November 5, 2024",2024,9619,0.051980455348788854
Evans County,Donald J. Trump (Rep),2244,634,132,1,3011,"November 5, 2024",2024,4244,70.94721960414702
Evans County,Kamala D. Harris (Dem),770,306,137,1,1214,"November 5, 2024",2024,4244,28.605089538171534
Evans County,Chase Oliver (Lib),7,5,0,0,12,"November 5, 2024",2024,4244,0.2827521206409048
Evans County,Jill Stein (Grn),6,1,0,0,7,"November 5, 2024",2024,4244,0.1649387370405278
Fannin County,Donald J. Trump (Rep),8652,3885,672,23,13232,"November 5, 2024",2024,16096,82.20675944333996
Fannin County,Kamala D. Harris (Dem),1886,586,332,3,2807,"November 5, 2024",2024,16096,17.43911530815109
Fannin County,Chase Oliver (Lib),22,21,1,0,44,"November 5, 2024",2024,16096,0.27335984095427435
Fannin County,Jill Stein (Grn),7,6,0,0,13,"November 5, 2024",2024,16096,0.08076540755467197
Fayette County,Donald J. Trump (Rep),29804,6724,1644,5,38177,"November 5, 2024",2024,74633,51.15297522543647
Fayette County,Kamala D. Harris (Dem),27532,5611,2672,7,35822,"November 5, 2024",2024,74633,47.99753460265566
Fayette County,Chase Oliver (Lib),224,139,14,0,377,"November 5, 2024",2024,74633,0.5051384776171399
Fayette County,Jill Stein (Grn),159,80,18,0,257,"November 5, 2024",2024,74633,0.34435169429072926
Floyd County,Donald J. Trump (Rep),22173,8448,976,34,31631,"November 5, 2024",2024,44738,70.70275828155036
Floyd County,Kamala D. Harris (Dem),8608,3194,1037,23,12862,"November 5, 2024",2024,44738,28.749608833653717
Floyd County,Chase Oliver (Lib),93,66,8,0,167,"November 5, 2024",2024,44738,0.3732844561670169
Floyd County,Jill Stein (Grn),40,37,1,0,78,"November 5, 2024",2024,44738,0.1743484286289061
Forsyth County,Donald J. Trump (Rep),73485,14062,3686,48,91281,"November 5, 2024",2024,138249,66.0265173708309
Forsyth County,Kamala D. Harris (Dem),33929,7477,4075,28,45509,"November 5, 2024",2024,138249,32.918140456712166
Forsyth County,Chase Oliver (Lib),433,237,31,0,701,"November 5, 2024",2024,138249,0.5070561089049469
Forsyth County,Jill Stein (Grn),462,266,29,1,758,"November 5, 2024",2024,138249,0.5482860635519967
Franklin County,Donald J. Trump (Rep),7187,2983,286,3,10459,"November 5, 2024",2024,12140,86.15321252059309
Franklin County,Kamala D. Harris (Dem),1014,494,139,0,1647,"November 5, 2024",2024,12140,13.566721581548599
Franklin County,Chase Oliver (Lib),12,12,1,0,25,"November 5, 2024",2024,12140,0.20593080724876442
Franklin County,Jill Stein (Grn),7,1,1,0,9,"November 5, 2024",2024,12140,0.07413509060955518
Fulton County,Donald J. Trump (Rep),112454,25789,6280,132,144655,"November 5, 2024",2024,535238,27.026294844536448
Fulton County,Kamala D. Harris (Dem),297293,64475,22497,487,384752,"November 5, 2024",2024,535238,71.88428325343118
Fulton County,Chase Oliver (Lib),1512,870,123,2,2507,"November 5, 2024",2024,535238,0.4683897630586767
Fulton County,Jill Stein (Grn),2073,1073,171,7,3324,"November 5, 2024",2024,535238,0.6210321389736903
Gilmer County,Donald J. Trump (Rep),10200,4172,565,39,14976,"November 5, 2024",2024,18481,81.03457605107948
Gilmer County,Kamala D. Harris (Dem),2260,767,369,17,3413,"November 5, 2024",2024,18481,18.467615388777663
Gilmer County,Chase Oliver (Lib),32,42,1,0,75,"November 5, 2024",2024,18481,0.4058221957686272
Gilmer County,Jill Stein (Grn),7,10,0,0,17,"November 5, 2024",2024,18481,0.09198636437422218
Glascock County,Donald J. Trump (Rep),1030,458,46,0,1534,"November 5, 2024",2024,1670,91.8562874251497
Glascock County,Kamala D. Harris (Dem),75,44,14,0,133,"November 5, 2024",2024,1670,7.964071856287425
Glascock County,Chase Oliver (Lib),2,0,1,0,3,"November 5, 2024",2024,1670,0.17964071856287425
Glascock County,Jill Stein (Grn),0,0,0,0,0,"November 5, 2024",2024,1670,0.0
Glynn County,Donald J. Trump (Rep),21608,4866,1075,9,27558,"November 5, 2024",2024,43912,62.757332847513204
Glynn County,Kamala D. Harris (Dem),11169,3332,1630,13,16144,"November 5, 2024",2024,43912,36.76443796684278
Glynn County,Chase Oliver (Lib),69,43,12,0,124,"November 5, 2024",2024,43912,0.28238294771360906
Glynn County,Jill Stein (Grn),48,29,9,0,86,"November 5, 2024",2024,43912,0.1958462379304063
Gordon County,Donald J. Trump (Rep),14503,7368,614,10,22495,"November 5, 2024",2024,27606,81.48590886039267
Gordon County,Kamala D. Harris (Dem),3084,1568,326,4,4982,"November 5, 2024",2024,27606,18.04680141998116
Gordon County,Chase Oliver (Lib),52,38,4,0,94,"November 5, 2024",2024,27606,0.3405056871694559
Gordon County,Jill Stein (Grn),18,14,3,0,35,"November 5, 2024",2024,27606,0.1267840324567123
Grady County,Donald J. Trump (Rep),4926,2199,260,0,7385,"November 5, 2024",2024,10718,68.90278036947191
Grady County,Kamala D. Harris (Dem),2051,911,326,2,3290,"November 5, 2024",2024,10718,30.696025377869006
Grady County,Chase Oliver (Lib),17,13,1,0,31,"November 5, 2024",2024,10718,0.28923306587049824
Grady County,Jill Stein (Grn),5,6,1,0,12,"November 5, 2024",2024,10718,0.11196118678857997
Greene County,Donald J. Trump (Rep),6721,1126,367,1,8215,"November 5, 2024",2024,12786,64.2499608947286
Greene County,Kamala D. Harris (Dem),3049,1046,419,0,4514,"November 5, 2024",2024,12786,35.30423901141874
Greene County,Chase Oliver (Lib),28,16,1,0,45,"November 5, 2024",2024,12786,0.35194744251525106
Greene County,Jill Stein (Grn),8,4,0,0,12,"November 5, 2024",2024,12786,0.09385265133740028
Gwinnett County,Donald J. Trump (Rep),121789,43696,7411,145,173041,"November 5, 2024",2024,420681,41.13354299338454
Gwinnett County,Kamala D. Harris (Dem),172987,53011,16303,206,242507,"November 5, 2024",2024,420681,57.64629255896986
Gwinnett County,Chase Oliver (Lib),1096,724,102,1,1923,"November 5, 2024",2024,420681,0.45711596197593907
Gwinnett County,Jill Stein (Grn),1582,1447,178,3,3210,"November 5, 2024",2024,420681,0.7630484856696641
Habersham County,Donald J. Trump (Rep),15428,3027,680,7,19142,"November 5, 2024",2024,23280,82.22508591065292
Habersham County,Kamala D. Harris (Dem),2859,801,376,0,4036,"November 5, 2024",2024,23280,17.33676975945017
Habersham County,Chase Oliver (Lib),42,19,2,0,63,"November 5, 2024",2024,23280,0.2706185567010309
Habersham County,Jill Stein (Grn),19,19,1,0,39,"November 5, 2024",2024,23280,0.16752577319587628
Hall County,Donald J. Trump (Rep),56205,14105,2671,10,72991,"November 5, 2024",2024,101973,71.57875123807283
Hall County,Kamala D. Harris (Dem),19216,6493,2618,20,28347,"November 5, 2024",2024,101973,27.798534906298727
Hall County,Chase Oliver (Lib),277,141,32,0,450,"November 5, 2024",2024,101973,0.4412932835162249
Hall County,Jill Stein (Grn),97,77,11,0,185,"November 5, 2024",2024,101973,0.1814205721122258
Hancock County,Donald J. Trump (Rep),978,324,61,1,1364,"November 5, 2024",2024,4240,32.16981132075472
Hancock County,Kamala D. Harris (Dem),1545,907,410,2,2864,"November 5, 2024",2024,4240,67.54716981132076
Hancock County,Chase Oliver (Lib),3,3,1,0,7,"November 5, 2024",2024,4240,0.16509433962264153
Hancock County,Jill Stein (Grn),1,2,2,0,5,"November 5, 2024",2024,4240,0.1179245283018868
Haralson County,Donald J. Trump (Rep),9060,4793,386,0,14239,"November 5, 2024",2024,16364,87.01417746272305
Haralson County,Kamala D. Harris (Dem),1247,634,184,0,2065,"November 5, 2024",2024,16364,12.619164018577363
Haralson County,Chase Oliver (Lib),17,21,1,0,39,"November 5, 2024",2024,16364,0.2383280371547299
Haralson County,Jill Stein (Grn),10,10,1,0,21,"November 5, 2024",2024,16364,0.12833048154485455
Harris County,Donald J. Trump (Rep),10863,4870,541,9,16283,"November 5, 2024",2024,22353,72.84480830313605
Harris County,Kamala D. Harris (Dem),3733,1692,549,2,5976,"November 5, 2024",2024,22353,26.73466648771977
Harris County,Chase Oliver (Lib),32,23,6,0,61,"November 5, 2024",2024,22353,0.2728940186999508
Harris County,Jill Stein (Grn),15,16,2,0,33,"November 5, 2024",2024,22353,0.14763119044423567
Hart County,Donald J. Trump (Rep),8070,2669,325,0,11064,"November 5, 2024",2024,14331,77.20326564789617
Hart County,Kamala D. Harris (Dem),2047,866,297,0,3210,"November 5, 2024",2024,14331,22.39899518526272
Hart County,Chase Oliver (Lib),23,18,1,0,42,"November 5, 2024",2024,14331,0.2930709650408206
Hart County,Jill Stein (Grn),9,5,1,0,15,"November 5, 2024",2024,14331,0.10466820180029307
Heard County,Donald J. Trump (Rep),3148,1947,240,0,5335,"November 5, 2024",2024,6210,85.90982286634461
Heard County,Kamala D. Harris (Dem),456,293,109,1,859,"November 5, 2024",2024,6210,13.832528180354267
Heard County,Chase Oliver (Lib),8,5,1,0,14,"November 5, 2024",2024,6210,0.22544283413848631
Heard County,Jill Stein (Grn),0,2,0,0,2,"November 5, 2024",2024,6210,0.032206119162640906
Henry County,Donald J. Trump (Rep),34472,9033,1471,6,44982,"November 5, 2024",2024,129034,34.860579382178344
Henry County,Kamala D. Harris (Dem),63967,14884,4381,21,83253,"November 5, 2024",2024,129034,64.52020397724631
Henry County,Chase Oliver (Lib),266,158,21,0,445,"November 5, 2024",2024,129034,0.3448703442503526
Henry County,Jill Stein (Grn),202,131,21,0,354,"November 5, 2024",2024,129034,0.27434629632499963
Houston County,Donald J. Trump (Rep),34925,8388,1767,10,45090,"November 5, 2024",2024,81514,55.315651299163335
Houston County,Kamala D. Harris (Dem),25235,7774,2876,22,35907,"November 5, 2024",2024,81514,44.050101822999736
Houston County,Chase Oliver (Lib),199,118,22,0,339,"November 5, 2024",2024,81514,0.4158794808253797
Houston County,Jill Stein (Grn),94,71,13,0,178,"November 5, 2024",2024,81514,0.2183673970115563
Irwin County,Donald J. Trump (Rep),2421,856,63,0,3340,"November 5, 2024",2024,4342,76.92307692307693
Irwin County,Kamala D. Harris (Dem),630,301,54,1,986,"November 5, 2024",2024,4342,22.70842929525564
