county_name,candidate_name,election_day,absentee_mail,early_in_person,provisional,total,date,year,county_total,party_perc
Barrow County,Jo Jorgensen (Lib),226,131,307,0,664,"November 3, 2020",2020,37921,1.7510086759315417
Bartow County,Donald J. Trump (I) (Rep),10179,5976,21499,20,37674,"November 3, 2020",2020,50467,74.6507618840034
Bartow County,Joseph R. Biden (Dem),2175,4486,5423,8,12092,"November 3, 2020",2020,50467,23.960211623437097
Bartow County,Jo Jorgensen (Lib),276,148,275,2,701,"November 3, 2020",2020,50467,1.3890264925594944
Ben Hill County,Donald J. Trump (I) (Rep),441,528,3140,1,4110,"November 3, 2020",2020,6560,62.65243902439024
Ben Hill County,Joseph R. Biden (Dem),336,714,1342,0,2392,"November 3, 2020",2020,6560,36.46341463414634
Ben Hill County,Jo Jorgensen (Lib),18,8,32,0,58,"November 3, 2020",2020,6560,0.8841463414634145
Berrien County,Donald J. Trump (I) (Rep),1835,749,3825,10,6419,"November 3, 2020",2020,7743,82.90068448921608
Berrien County,Joseph R. Biden (Dem),333,367,568,1,1269,"November 3, 2020",2020,7743,16.388996512979464
Berrien County,Jo Jorgensen (Lib),21,9,25,0,55,"November 3, 2020",2020,7743,0.7103189978044685
Bibb County,Donald J. Trump (I) (Rep),7922,5375,13234,54,26585,"November 3, 2020",2020,70802,37.54837433970792
Bibb County,Joseph R. Biden (Dem),8704,14264,20384,116,43468,"November 3, 2020",2020,70802,61.39374593938024
Bibb County,Jo Jorgensen (Lib),299,174,273,3,749,"November 3, 2020",2020,70802,1.0578797209118387
Bleckley County,Donald J. Trump (I) (Rep),942,614,2770,2,4328,"November 3, 2020",2020,5706,75.84998247458815
Bleckley County,Joseph R. Biden (Dem),295,428,588,0,1311,"November 3, 2020",2020,5706,22.97581493165089
Bleckley County,Jo Jorgensen (Lib),20,10,37,0,67,"November 3, 2020",2020,5706,1.1742025937609533
Brantley County,Donald J. Trump (I) (Rep),1992,685,4307,7,6991,"November 3, 2020",2020,7746,90.2530338239091
Brantley County,Joseph R. Biden (Dem),145,204,349,1,699,"November 3, 2020",2020,7746,9.024012393493416
Brantley County,Jo Jorgensen (Lib),24,11,21,0,56,"November 3, 2020",2020,7746,0.7229537825974697
Brooks County,Donald J. Trump (I) (Rep),1423,519,2312,6,4260,"November 3, 2020",2020,7100,60.0
Brooks County,Joseph R. Biden (Dem),522,1115,1149,4,2790,"November 3, 2020",2020,7100,39.29577464788732
Brooks County,Jo Jorgensen (Lib),16,9,25,0,50,"November 3, 2020",2020,7100,0.7042253521126761
Bryan County,Donald J. Trump (I) (Rep),2579,1588,10072,5,14244,"November 3, 2020",2020,21340,66.74789128397376
Bryan County,Joseph R. Biden (Dem),838,2105,3794,2,6739,"November 3, 2020",2020,21340,31.579194001874416
Bryan County,Jo Jorgensen (Lib),108,72,177,0,357,"November 3, 2020",2020,21340,1.6729147141518277
Bulloch County,Donald J. Trump (I) (Rep),6653,2800,8910,23,18386,"November 3, 2020",2020,30084,61.11554314585826
Bulloch County,Joseph R. Biden (Dem),2415,3530,5263,35,11243,"November 3, 2020",2020,30084,37.372024996675975
Bulloch County,Jo Jorgensen (Lib),192,87,175,1,455,"November 3, 2020",2020,30084,1.5124318574657625
Burke County,Donald J. Trump (I) (Rep),1949,649,2802,0,5400,"November 3, 2020",2020,10684,50.54286783976038
Burke County,Joseph R. Biden (Dem),1490,1867,1852,0,5209,"November 3, 2020",2020,10684,48.75514788468738
Burke County,Jo Jorgensen (Lib),25,14,36,0,75,"November 3, 2020",2020,10684,0.7019842755522276
Butts County,Donald J. Trump (I) (Rep),824,1137,6443,2,8406,"November 3, 2020",2020,11771,71.412794155127
Butts County,Joseph R. Biden (Dem),376,973,1924,1,3274,"November 3, 2020",2020,11771,27.814119446096335
Butts County,Jo Jorgensen (Lib),22,20,49,0,91,"November 3, 2020",2020,11771,0.7730863987766545
Calhoun County,Donald J. Trump (I) (Rep),279,150,494,0,923,"November 3, 2020",2020,2194,42.06927985414767
Calhoun County,Joseph R. Biden (Dem),361,436,463,0,1260,"November 3, 2020",2020,2194,57.42935278030994
Calhoun County,Jo Jorgensen (Lib),6,3,2,0,11,"November 3, 2020",2020,2194,0.5013673655423884
Camden County,Donald J. Trump (I) (Rep),3621,2161,9465,4,15251,"November 3, 2020",2020,23688,64.38280986153326
Camden County,Joseph R. Biden (Dem),1166,2777,4021,3,7967,"November 3, 2020",2020,23688,33.63306315433975
Camden County,Jo Jorgensen (Lib),170,95,205,0,470,"November 3, 2020",2020,23688,1.984126984126984
Candler County,Donald J. Trump (I) (Rep),431,375,2327,0,3133,"November 3, 2020",2020,4431,70.7063868201309
Candler County,Joseph R. Biden (Dem),193,376,699,1,1269,"November 3, 2020",2020,4431,28.63913337846987
Candler County,Jo Jorgensen (Lib),14,4,11,0,29,"November 3, 2020",2020,4431,0.6544798013992327
Carroll County,Donald J. Trump (I) (Rep),11071,4699,21676,30,37476,"November 3, 2020",2020,54474,68.79612292102655
Carroll County,Joseph R. Biden (Dem),3007,4634,8582,15,16238,"November 3, 2020",2020,54474,29.808716084737675
Carroll County,Jo Jorgensen (Lib),278,125,357,0,760,"November 3, 2020",2020,54474,1.3951609942357823
Catoosa County,Donald J. Trump (I) (Rep),5170,2952,17025,20,25167,"November 3, 2020",2020,32593,77.21596661859908
Catoosa County,Joseph R. Biden (Dem),976,2130,3823,3,6932,"November 3, 2020",2020,32593,21.268370509005003
Catoosa County,Jo Jorgensen (Lib),178,78,236,2,494,"November 3, 2020",2020,32593,1.5156628723959131
Charlton County,Donald J. Trump (I) (Rep),1124,397,1896,2,3419,"November 3, 2020",2020,4566,74.8795444590451
Charlton County,Joseph R. Biden (Dem),233,294,576,0,1103,"November 3, 2020",2020,4566,24.156811213315812
Charlton County,Jo Jorgensen (Lib),17,7,20,0,44,"November 3, 2020",2020,4566,0.9636443276390714
Chatham County,Donald J. Trump (I) (Rep),18346,11781,23014,96,53237,"November 3, 2020",2020,133420,39.90181382101634
Chatham County,Joseph R. Biden (Dem),17952,29037,31085,180,78254,"November 3, 2020",2020,133420,58.65237595562884
Chatham County,Jo Jorgensen (Lib),889,506,519,15,1929,"November 3, 2020",2020,133420,1.4458102233548193
Chattahoochee County,Donald J. Trump (I) (Rep),291,132,455,2,880,"November 3, 2020",2020,1582,55.62579013906448
Chattahoochee County,Joseph R. Biden (Dem),150,166,350,1,667,"November 3, 2020",2020,1582,42.16182048040455
Chattahoochee County,Jo Jorgensen (Lib),17,9,8,1,35,"November 3, 2020",2020,1582,2.2123893805309733
Chattooga County,Donald J. Trump (I) (Rep),2464,1102,4492,6,8064,"November 3, 2020",2020,10050,80.23880597014926
Chattooga County,Joseph R. Biden (Dem),366,649,837,2,1854,"November 3, 2020",2020,10050,18.44776119402985
Chattooga County,Jo Jorgensen (Lib),50,25,57,0,132,"November 3, 2020",2020,10050,1.3134328358208955
Cherokee County,Donald J. Trump (I) (Rep),23758,19639,56171,19,99587,"November 3, 2020",2020,144830,68.76130635917973
Cherokee County,Joseph R. Biden (Dem),6598,17261,18929,6,42794,"November 3, 2020",2020,144830,29.54774563281088
Cherokee County,Jo Jorgensen (Lib),921,628,899,1,2449,"November 3, 2020",2020,144830,1.6909480080093904
Clarke County,Donald J. Trump (I) (Rep),3409,4048,6974,15,14446,"November 3, 2020",2020,51333,28.141741180137537
Clarke County,Joseph R. Biden (Dem),5323,14329,16357,39,36048,"November 3, 2020",2020,51333,70.22383262228975
Clarke County,Jo Jorgensen (Lib),268,243,325,3,839,"November 3, 2020",2020,51333,1.6344261975727117
Clay County,Donald J. Trump (I) (Rep),131,105,401,0,637,"November 3, 2020",2020,1434,44.42119944211995
Clay County,Joseph R. Biden (Dem),165,296,329,0,790,"November 3, 2020",2020,1434,55.090655509065556
Clay County,Jo Jorgensen (Lib),5,2,0,0,7,"November 3, 2020",2020,1434,0.4881450488145049
Clayton County,Donald J. Trump (I) (Rep),3403,4366,7988,56,15813,"November 3, 2020",2020,112344,14.075518051698355
Clayton County,Joseph R. Biden (Dem),16580,27109,51347,440,95476,"November 3, 2020",2020,112344,84.98540197963398
Clayton County,Jo Jorgensen (Lib),343,312,397,3,1055,"November 3, 2020",2020,112344,0.9390799686676635
Clinch County,Donald J. Trump (I) (Rep),618,209,1277,1,2105,"November 3, 2020",2020,2864,73.49860335195531
Clinch County,Joseph R. Biden (Dem),235,156,356,0,747,"November 3, 2020",2020,2864,26.08240223463687
Clinch County,Jo Jorgensen (Lib),2,2,8,0,12,"November 3, 2020",2020,2864,0.41899441340782123
Cobb County,Donald J. Trump (I) (Rep),37609,50764,76907,179,165459,"November 3, 2020",2020,393746,42.02176022105621
Cobb County,Joseph R. Biden (Dem),30599,95513,95387,347,221846,"November 3, 2020",2020,393746,56.3424136372179
Cobb County,Jo Jorgensen (Lib),2157,2320,1952,12,6441,"November 3, 2020",2020,393746,1.6358261417258841
Coffee County,Donald J. Trump (I) (Rep),2587,917,7066,8,10578,"November 3, 2020",2020,15214,69.52806625476535
Coffee County,Joseph R. Biden (Dem),1100,995,2411,5,4511,"November 3, 2020",2020,15214,29.650322071775996
Coffee County,Jo Jorgensen (Lib),41,17,67,0,125,"November 3, 2020",2020,15214,0.8216116734586564
Colquitt County,Donald J. Trump (I) (Rep),4270,1365,6132,10,11777,"November 3, 2020",2020,16083,73.2263881116707
Colquitt County,Joseph R. Biden (Dem),1108,1199,1877,3,4187,"November 3, 2020",2020,16083,26.033700180314618
Colquitt County,Jo Jorgensen (Lib),50,20,49,0,119,"November 3, 2020",2020,16083,0.7399117080146739
Columbia County,Donald J. Trump (I) (Rep),13300,7023,29643,47,50013,"November 3, 2020",2020,80579,62.06703979945147
Columbia County,Joseph R. Biden (Dem),5009,9546,14648,33,29236,"November 3, 2020",2020,80579,36.282406085952914
Columbia County,Jo Jorgensen (Lib),514,241,575,0,1330,"November 3, 2020",2020,80579,1.6505541145956142
Cook County,Donald J. Trump (I) (Rep),1113,486,3301,0,4900,"November 3, 2020",2020,7035,69.65174129353234
Cook County,Joseph R. Biden (Dem),538,512,1008,1,2059,"November 3, 2020",2020,7035,29.267945984363898
Cook County,Jo Jorgensen (Lib),26,14,36,0,76,"November 3, 2020",2020,7035,1.0803127221037667
Coweta County,Donald J. Trump (I) (Rep),18273,9400,23824,4,51501,"November 3, 2020",2020,76799,67.05946692014219
Coweta County,Joseph R. Biden (Dem),5330,9288,9578,14,24210,"November 3, 2020",2020,76799,31.5238479667704
Coweta County,Jo Jorgensen (Lib),498,304,283,3,1088,"November 3, 2020",2020,76799,1.4166851130874099
Crawford County,Donald J. Trump (I) (Rep),1152,562,2713,1,4428,"November 3, 2020",2020,6102,72.56637168141593
Crawford County,Joseph R. Biden (Dem),263,524,827,1,1615,"November 3, 2020",2020,6102,26.46673221894461
Crawford County,Jo Jorgensen (Lib),21,10,28,0,59,"November 3, 2020",2020,6102,0.9668960996394625
Crisp County,Donald J. Trump (I) (Rep),977,780,3227,3,4987,"November 3, 2020",2020,8039,62.035078989924116
Crisp County,Joseph R. Biden (Dem),571,886,1527,2,2986,"November 3, 2020",2020,8039,37.143923373553925
Crisp County,Jo Jorgensen (Lib),23,10,33,0,66,"November 3, 2020",2020,8039,0.8209976365219555
Dade County,Donald J. Trump (I) (Rep),2010,635,3414,7,6066,"November 3, 2020",2020,7434,81.59806295399515
Dade County,Joseph R. Biden (Dem),243,377,640,1,1261,"November 3, 2020",2020,7434,16.962604250739844
Dade County,Jo Jorgensen (Lib),51,12,44,0,107,"November 3, 2020",2020,7434,1.4393327952649986
Dawson County,Donald J. Trump (I) (Rep),2336,1964,9095,3,13398,"November 3, 2020",2020,16081,83.3157141968783
Dawson County,Joseph R. Biden (Dem),254,1051,1181,0,2486,"November 3, 2020",2020,16081,15.459237609601391
Dawson County,Jo Jorgensen (Lib),62,44,90,1,197,"November 3, 2020",2020,16081,1.2250481935203035
Decatur County,Donald J. Trump (I) (Rep),1469,832,4451,6,6758,"November 3, 2020",2020,11627,58.123333620022365
Decatur County,Joseph R. Biden (Dem),788,1472,2512,8,4780,"November 3, 2020",2020,11627,41.11120667412058
Decatur County,Jo Jorgensen (Lib),20,23,46,0,89,"November 3, 2020",2020,11627,0.7654597058570568
DeKalb County,Donald J. Trump (I) (Rep),12126,16078,29966,203,58373,"November 3, 2020",2020,370804,15.742278939817261
DeKalb County,Joseph R. Biden (Dem),33634,110666,162718,1209,308227,"November 3, 2020",2020,370804,83.12396845772969
DeKalb County,Jo Jorgensen (Lib),1122,1356,1707,19,4204,"November 3, 2020",2020,370804,1.133752602453048
Dodge County,Donald J. Trump (I) (Rep),2335,711,2793,4,5843,"November 3, 2020",2020,8070,72.40396530359355
Dodge County,Joseph R. Biden (Dem),550,580,1040,1,2171,"November 3, 2020",2020,8070,26.90210656753408
Dodge County,Jo Jorgensen (Lib),34,10,11,1,56,"November 3, 2020",2020,8070,0.6939281288723668
Dooly County,Donald J. Trump (I) (Rep),466,259,1431,3,2159,"November 3, 2020",2020,4105,52.59439707673569
Dooly County,Joseph R. Biden (Dem),482,476,951,2,1911,"November 3, 2020",2020,4105,46.552984165651644
Dooly County,Jo Jorgensen (Lib),10,7,18,0,35,"November 3, 2020",2020,4105,0.8526187576126675
Dougherty County,Donald J. Trump (I) (Rep),4259,2355,3818,22,10454,"November 3, 2020",2020,35311,29.605505366599644
Dougherty County,Joseph R. Biden (Dem),7317,8052,9124,84,24577,"November 3, 2020",2020,35311,69.60154059641471
Dougherty County,Jo Jorgensen (Lib),133,70,74,3,280,"November 3, 2020",2020,35311,0.7929540369856418
Douglas County,Donald J. Trump (I) (Rep),4863,5434,15139,15,25451,"November 3, 2020",2020,69097,36.83372650042694
Douglas County,Joseph R. Biden (Dem),5963,13998,22804,44,42809,"November 3, 2020",2020,69097,61.954932920387286
Douglas County,Jo Jorgensen (Lib),259,227,349,2,837,"November 3, 2020",2020,69097,1.2113405791857823
Early County,Donald J. Trump (I) (Rep),799,416,1504,3,2722,"November 3, 2020",2020,5187,52.477347214189315
Early County,Joseph R. Biden (Dem),646,684,1107,0,2437,"November 3, 2020",2020,5187,46.982841719683826
Early County,Jo Jorgensen (Lib),7,6,15,0,28,"November 3, 2020",2020,5187,0.5398110661268556
Echols County,Donald J. Trump (I) (Rep),226,121,909,0,1256,"November 3, 2020",2020,1441,87.1616932685635
Echols County,Joseph R. Biden (Dem),33,32,102,0,167,"November 3, 2020",2020,1441,11.589174184594032
Echols County,Jo Jorgensen (Lib),4,3,11,0,18,"November 3, 2020",2020,1441,1.2491325468424705
Effingham County,Donald J. Trump (I) (Rep),7350,2520,13471,17,23358,"November 3, 2020",2020,31570,73.98796325625594
Effingham County,Joseph R. Biden (Dem),1752,2333,3623,12,7720,"November 3, 2020",2020,31570,24.4535951853025
Effingham County,Jo Jorgensen (Lib),233,92,167,0,492,"November 3, 2020",2020,31570,1.5584415584415585
Elbert County,Donald J. Trump (I) (Rep),1837,981,3408,0,6226,"November 3, 2020",2020,9171,67.88790753462
Elbert County,Joseph R. Biden (Dem),529,1082,1268,0,2879,"November 3, 2020",2020,9171,31.392432668193216
Elbert County,Jo Jorgensen (Lib),30,13,23,0,66,"November 3, 2020",2020,9171,0.7196597971867844
Emanuel County,Donald J. Trump (I) (Rep),2528,896,3126,1,6551,"November 3, 2020",2020,9501,68.95063677507632
Emanuel County,Joseph R. Biden (Dem),842,808,1234,0,2884,"November 3, 2020",2020,9501,30.35469950531523
Emanuel County,Jo Jorgensen (Lib),36,7,22,1,66,"November 3, 2020",2020,9501,0.6946637196084623
Evans County,Donald J. Trump (I) (Rep),471,491,1926,0,2888,"November 3, 2020",2020,4247,68.00094184129975
Evans County,Joseph R. Biden (Dem),236,347,741,0,1324,"November 3, 2020",2020,4247,31.174947021426892
Evans County,Jo Jorgensen (Lib),12,12,11,0,35,"November 3, 2020",2020,4247,0.8241111372733695
Fannin County,Donald J. Trump (I) (Rep),4163,2253,5730,23,12169,"November 3, 2020",2020,14850,81.94612794612794
Fannin County,Joseph R. Biden (Dem),384,1159,1028,0,2571,"November 3, 2020",2020,14850,17.313131313131315
Fannin County,Jo Jorgensen (Lib),43,32,35,0,110,"November 3, 2020",2020,14850,0.7407407407407408
Fayette County,Donald J. Trump (I) (Rep),6352,7382,24162,56,37952,"November 3, 2020",2020,71993,52.71623630075146
Fayette County,Joseph R. Biden (Dem),3400,11152,18443,70,33065,"November 3, 2020",2020,71993,45.928076340755354
Fayette County,Jo Jorgensen (Lib),279,232,463,2,976,"November 3, 2020",2020,71993,1.355687358493187
Floyd County,Donald J. Trump (I) (Rep),7897,4436,16678,112,29123,"November 3, 2020",2020,41648,69.9265270841337
Floyd County,Joseph R. Biden (Dem),2154,3976,5820,58,12008,"November 3, 2020",2020,41648,28.832116788321166
Floyd County,Jo Jorgensen (Lib),199,98,220,0,517,"November 3, 2020",2020,41648,1.2413561275451404
Forsyth County,Donald J. Trump (I) (Rep),9740,14612,60739,31,85122,"November 3, 2020",2020,129305,65.83040098990757
Forsyth County,Joseph R. Biden (Dem),3375,15682,23125,21,42203,"November 3, 2020",2020,129305,32.63833571787634
Forsyth County,Jo Jorgensen (Lib),415,477,1087,1,1980,"November 3, 2020",2020,129305,1.5312632922160783
Franklin County,Donald J. Trump (I) (Rep),2299,1404,5364,2,9069,"November 3, 2020",2020,10765,84.24523920111471
Franklin County,Joseph R. Biden (Dem),348,598,647,0,1593,"November 3, 2020",2020,10765,14.797956339990712
Franklin County,Jo Jorgensen (Lib),31,25,47,0,103,"November 3, 2020",2020,10765,0.9568044588945658
Fulton County,Donald J. Trump (I) (Rep),19552,29479,87293,916,137240,"November 3, 2020",2020,524659,26.1579425874711
Fulton County,Joseph R. Biden (Dem),38143,115788,224688,2525,381144,"November 3, 2020",2020,524659,72.64604247711371
Fulton County,Jo Jorgensen (Lib),1448,1727,3004,96,6275,"November 3, 2020",2020,524659,1.1960149354151934
Gilmer County,Donald J. Trump (I) (Rep),4371,2183,6863,12,13429,"November 3, 2020",2020,16525,81.26475037821483
Gilmer County,Joseph R. Biden (Dem),453,1270,1209,0,2932,"November 3, 2020",2020,16525,17.742813918305597
Gilmer County,Jo Jorgensen (Lib),64,35,64,1,164,"November 3, 2020",2020,16525,0.9924357034795763
Glascock County,Donald J. Trump (I) (Rep),403,205,795,0,1403,"November 3, 2020",2020,1566,89.59131545338442
Glascock County,Joseph R. Biden (Dem),40,53,62,0,155,"November 3, 2020",2020,1566,9.897828863346104
Glascock County,Jo Jorgensen (Lib),3,1,4,0,8,"November 3, 2020",2020,1566,0.5108556832694764
Glynn County,Donald J. Trump (I) (Rep),4701,4388,16492,35,25616,"November 3, 2020",2020,41984,61.01371951219512
Glynn County,Joseph R. Biden (Dem),2153,5735,7969,22,15879,"November 3, 2020",2020,41984,37.82155106707317
Glynn County,Jo Jorgensen (Lib),149,105,234,1,489,"November 3, 2020",2020,41984,1.1647294207317074
Gordon County,Donald J. Trump (I) (Rep),6986,2538,9866,15,19405,"November 3, 2020",2020,24033,80.74314484250822
Gordon County,Joseph R. Biden (Dem),1003,1464,1916,1,4384,"November 3, 2020",2020,24033,18.241584487995674
Gordon County,Jo Jorgensen (Lib),107,51,86,0,244,"November 3, 2020",2020,24033,1.0152706694961096
Grady County,Donald J. Trump (I) (Rep),2028,1103,3896,7,7034,"November 3, 2020",2020,10707,65.69533949752498
Grady County,Joseph R. Biden (Dem),635,1112,1861,11,3619,"November 3, 2020",2020,10707,33.800317549266836
Grady County,Jo Jorgensen (Lib),25,11,18,0,54,"November 3, 2020",2020,10707,0.5043429532081816
Greene County,Donald J. Trump (I) (Rep),844,1275,4947,2,7068,"November 3, 2020",2020,11247,62.84342491331022
Greene County,Joseph R. Biden (Dem),583,1532,1965,8,4088,"November 3, 2020",2020,11247,36.347470436560855
Greene County,Jo Jorgensen (Lib),21,19,51,0,91,"November 3, 2020",2020,11247,0.8091046501289233
Gwinnett County,Donald J. Trump (I) (Rep),35271,40396,90472,274,166413,"November 3, 2020",2020,413865,40.20948860135552
Gwinnett County,Joseph R. Biden (Dem),35793,81502,124125,407,241827,"November 3, 2020",2020,413865,58.43137254901961
Gwinnett County,Jo Jorgensen (Lib),1742,1679,2186,18,5625,"November 3, 2020",2020,413865,1.3591388496248777
Habersham County,Donald J. Trump (I) (Rep),2628,2905,11083,21,16637,"November 3, 2020",2020,20432,81.42619420516837
Habersham County,Joseph R. Biden (Dem),511,1315,1733,4,3563,"November 3, 2020",2020,20432,17.438332028191073
Habersham County,Jo Jorgensen (Lib),64,42,126,0,232,"November 3, 2020",2020,20432,1.1354737666405637
Hall County,Donald J. Trump (I) (Rep),11111,12005,40999,55,64170,"November 3, 2020",2020,90523,70.88806159760502
Hall County,Joseph R. Biden (Dem),3847,9215,11951,18,25031,"November 3, 2020",2020,90523,27.651536073705024
Hall County,Jo Jorgensen (Lib),402,305,611,4,1322,"November 3, 2020",2020,90523,1.4604023286899461
Hancock County,Donald J. Trump (I) (Rep),274,244,641,0,1159,"November 3, 2020",2020,4165,27.827130852340936
Hancock County,Joseph R. Biden (Dem),624,1223,1135,3,2985,"November 3, 2020",2020,4165,71.66866746698679
Hancock County,Jo Jorgensen (Lib),10,7,4,0,21,"November 3, 2020",2020,4165,0.5042016806722689
Haralson County,Donald J. Trump (I) (Rep),4317,1786,6224,4,12331,"November 3, 2020",2020,14248,86.54548006737788
Haralson County,Joseph R. Biden (Dem),375,671,746,0,1792,"November 3, 2020",2020,14248,12.57720381807973
Haralson County,Jo Jorgensen (Lib),55,30,40,0,125,"November 3, 2020",2020,14248,0.8773161145423919
Harris County,Donald J. Trump (I) (Rep),5592,2087,6627,13,14319,"November 3, 2020",2020,19991,71.62723225451452
Harris County,Joseph R. Biden (Dem),1278,2067,2106,6,5457,"November 3, 2020",2020,19991,27.297283777699967
Harris County,Jo Jorgensen (Lib),103,62,50,0,215,"November 3, 2020",2020,19991,1.0754839677855035
Hart County,Donald J. Trump (I) (Rep),2338,1437,5687,2,9464,"November 3, 2020",2020,12727,74.36159346271705
Hart County,Joseph R. Biden (Dem),560,1128,1467,2,3157,"November 3, 2020",2020,12727,24.805531547104582
Hart County,Jo Jorgensen (Lib),43,20,43,0,106,"November 3, 2020",2020,12727,0.832874990178361
Heard County,Donald J. Trump (I) (Rep),1641,677,2197,1,4516,"November 3, 2020",2020,5391,83.76924503802634
Heard County,Joseph R. Biden (Dem),184,296,343,1,824,"November 3, 2020",2020,5391,15.284733815618623
Heard County,Jo Jorgensen (Lib),21,11,19,0,51,"November 3, 2020",2020,5391,0.9460211463550361
Henry County,Donald J. Trump (I) (Rep),8143,8134,31879,31,48187,"November 3, 2020",2020,122742,39.25877042903
Henry County,Joseph R. Biden (Dem),8191,20858,44156,71,73276,"November 3, 2020",2020,122742,59.6992064655945
Henry County,Jo Jorgensen (Lib),322,310,645,2,1279,"November 3, 2020",2020,122742,1.042023105375503
Houston County,Donald J. Trump (I) (Rep),11644,8163,21677,50,41534,"November 3, 2020",2020,74823,55.50966948665518
Houston County,Joseph R. Biden (Dem),6349,11867,13970,46,32232,"November 3, 2020",2020,74823,43.07766328535344
Houston County,Jo Jorgensen (Lib),422,294,339,2,1057,"November 3, 2020",2020,74823,1.412667227991393
Irwin County,Donald J. Trump (I) (Rep),655,369,2106,4,3134,"November 3, 2020",2020,4168,75.19193857965452
Irwin County,Joseph R. Biden (Dem),227,257,523,1,1008,"November 3, 2020",2020,4168,24.184261036468328
Irwin County,Jo Jorgensen (Lib),8,1,17,0,26,"November 3, 2020",2020,4168,0.6238003838771593
Jackson County,Donald J. Trump (I) (Rep),4961,4395,20135,6,29497,"November 3, 2020",2020,37670,78.30368993894345
Jackson County,Joseph R. Biden (Dem),1053,2797,3791,1,7642,"November 3, 2020",2020,37670,20.286700292009556
Jackson County,Jo Jorgensen (Lib),157,116,258,0,531,"November 3, 2020",2020,37670,1.409609769046987
Jasper County,Donald J. Trump (I) (Rep),1547,808,3455,12,5822,"November 3, 2020",2020,7644,76.16431187859759
Jasper County,Joseph R. Biden (Dem),294,680,785,2,1761,"November 3, 2020",2020,7644,23.03767660910518
Jasper County,Jo Jorgensen (Lib),22,18,21,0,61,"November 3, 2020",2020,7644,0.7980115122972266
Jeff Davis County,Donald J. Trump (I) (Rep),1418,528,2749,0,4695,"November 3, 2020",2020,5771,81.35505111765725
Jeff Davis County,Joseph R. Biden (Dem),248,273,507,0,1028,"November 3, 2020",2020,5771,17.813203950788427
Jeff Davis County,Jo Jorgensen (Lib),18,13,17,0,48,"November 3, 2020",2020,5771,0.8317449315543233
Jefferson County,Donald J. Trump (I) (Rep),1096,446,1992,3,3537,"November 3, 2020",2020,7642,46.283695367704794
Jefferson County,Joseph R. Biden (Dem),1056,1274,1723,8,4061,"November 3, 2020",2020,7642,53.14053912588328
Jefferson County,Jo Jorgensen (Lib),18,6,20,0,44,"November 3, 2020",2020,7642,0.575765506411934
Jenkins County,Donald J. Trump (I) (Rep),579,335,1244,3,2161,"November 3, 2020",2020,3455,62.54703328509407
Jenkins County,Joseph R. Biden (Dem),292,416,557,1,1266,"November 3, 2020",2020,3455,36.6425470332851
Jenkins County,Jo Jorgensen (Lib),15,5,8,0,28,"November 3, 2020",2020,3455,0.8104196816208393
Johnson County,Donald J. Trump (I) (Rep),771,331,1748,0,2850,"November 3, 2020",2020,4100,69.51219512195121
Johnson County,Joseph R. Biden (Dem),209,420,593,0,1222,"November 3, 2020",2020,4100,29.804878048780488
Johnson County,Jo Jorgensen (Lib),9,6,13,0,28,"November 3, 2020",2020,4100,0.6829268292682927
Jones County,Donald J. Trump (I) (Rep),3023,1272,5666,4,9965,"November 3, 2020",2020,14966,66.58425765067486
Jones County,Joseph R. Biden (Dem),841,1689,2356,2,4888,"November 3, 2020",2020,14966,32.66069758118402
Jones County,Jo Jorgensen (Lib),47,18,47,1,113,"November 3, 2020",2020,14966,0.7550447681411199
Lamar County,Donald J. Trump (I) (Rep),1743,807,3772,8,6330,"November 3, 2020",2020,9039,70.02987056090275
Lamar County,Joseph R. Biden (Dem),472,936,1204,3,2615,"November 3, 2020",2020,9039,28.930191392853192
Lamar County,Jo Jorgensen (Lib),40,14,40,0,94,"November 3, 2020",2020,9039,1.0399380462440535
Lanier County,Donald J. Trump (I) (Rep),481,250,1778,0,2509,"November 3, 2020",2020,3576,70.16219239373602
Lanier County,Joseph R. Biden (Dem),204,298,517,0,1019,"November 3, 2020",2020,3576,28.49552572706935
Lanier County,Jo Jorgensen (Lib),13,10,25,0,48,"November 3, 2020",2020,3576,1.342281879194631
Laurens County,Donald J. Trump (I) (Rep),5660,2351,6479,3,14493,"November 3, 2020",2020,22729,63.76435390910291
Laurens County,Joseph R. Biden (Dem),1884,2735,3451,3,8073,"November 3, 2020",2020,22729,35.51850059395486
Laurens County,Jo Jorgensen (Lib),62,38,63,0,163,"November 3, 2020",2020,22729,0.7171454969422324
Lee County,Donald J. Trump (I) (Rep),3054,1221,7728,4,12007,"November 3, 2020",2020,16714,71.8379801364126
Lee County,Joseph R. Biden (Dem),895,1243,2418,2,4558,"November 3, 2020",2020,16714,27.270551633361258
Lee County,Jo Jorgensen (Lib),62,19,68,0,149,"November 3, 2020",2020,16714,0.8914682302261577
Liberty County,Donald J. Trump (I) (Rep),1704,1311,4941,3,7959,"November 3, 2020",2020,21389,37.21071578848941
Liberty County,Joseph R. Biden (Dem),1666,4301,7129,3,13099,"November 3, 2020",2020,21389,61.241759783066065
Liberty County,Jo Jorgensen (Lib),102,93,136,0,331,"November 3, 2020",2020,21389,1.5475244284445275
Lincoln County,Donald J. Trump (I) (Rep),904,442,1832,1,3179,"November 3, 2020",2020,4650,68.36559139784947
Lincoln County,Joseph R. Biden (Dem),265,628,540,2,1435,"November 3, 2020",2020,4650,30.86021505376344
